,"('S', ('VP',))","('S', ('NP', 'VP'))","('S', ('NP', 'S'))","('S', ('VP', 'NP'))","('S', ('S', 'NP'))","('VP', ('NP', 'VP'))","('VP', ('NP', 'V'))","('VP', ('V',))","('VP', ('VP', 'NP'))","('VP', ('V', 'NP'))","('NP', ('NP', 'NP'))","('NP', 'np')","('V', 'v')"
731,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
732,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
733,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
734,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
735,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
736,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,1.0
737,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
738,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
739,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,1.0
740,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,1.0
741,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,1.0
742,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,1.0
743,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,1.0
744,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
745,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
746,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
747,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
748,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
749,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
750,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
751,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,1.0
752,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,1.0
753,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
754,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
755,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,1.0
756,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
757,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
758,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
759,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
760,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,1.0
761,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
762,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
763,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
764,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
765,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
766,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
767,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
768,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
769,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
770,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
771,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
772,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
773,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
774,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
775,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
776,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
777,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
778,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
779,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
780,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
781,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
782,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
783,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
784,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
785,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
786,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
787,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
788,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
789,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
790,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
791,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
792,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
793,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
794,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
795,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
796,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
797,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
798,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
799,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
800,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
801,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
802,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
803,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
804,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
805,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
806,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
807,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
808,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
809,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
810,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
811,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
812,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
813,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
814,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
815,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
816,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
817,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
818,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
819,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
820,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
821,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
822,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
823,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
824,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
825,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
826,0.8709677419354839,0.0,0.03225806451612903,0.0967741935483871,0.0,0.0,0.3,0.7,0.0,0.0,0.0,1.0,1.0
827,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
828,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
829,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
830,0.9,0.0,0.0,0.1,0.0,0.03225806451612903,0.2903225806451613,0.6774193548387096,0.0,0.0,0.0,1.0,1.0
831,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
832,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
833,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
834,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
835,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
836,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
837,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
838,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
839,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
840,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
841,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
842,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
843,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
844,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
845,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
846,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
847,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
848,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
849,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
850,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
851,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
852,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
853,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
854,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
855,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
856,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
857,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
858,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
859,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
860,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
861,0.9090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.23333333333333334,0.6666666666666666,0.0,0.1,0.0,1.0,1.0
862,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
863,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
864,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
865,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
866,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
867,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
868,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
869,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
870,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
871,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
872,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
873,0.84375,0.0,0.0625,0.09375,0.0,0.0,0.26666666666666666,0.7333333333333333,0.0,0.0,0.0,1.0,1.0
874,1.0,0.0,0.0,0.0,0.0,0.10810810810810811,0.16216216216216217,0.6486486486486487,0.08108108108108109,0.0,0.0,1.0,1.0
875,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
876,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
877,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
878,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
879,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
880,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
881,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
882,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
883,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
884,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
885,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
886,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
887,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
888,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
889,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
890,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
891,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
892,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
893,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
894,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
895,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
896,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
897,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
898,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
899,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
900,0.6976744186046512,0.0,0.23255813953488372,0.0,0.06976744186046512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
901,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
902,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
903,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
904,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
905,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
906,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
907,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
908,1.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.6976744186046512,0.06976744186046512,0.0,0.0,1.0,1.0
909,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
910,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
911,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
912,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
913,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
914,0.7,0.3,0.0,0.0,0.0,0.0,0.030303030303030304,0.8787878787878788,0.09090909090909091,0.0,0.0,1.0,1.0
915,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
916,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
917,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
918,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
919,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
920,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
921,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
922,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
923,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
924,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
925,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
926,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
927,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
928,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
929,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
930,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
931,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
932,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
933,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
934,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
935,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
936,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
937,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
938,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
939,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
940,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
941,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
942,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
943,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.675,0.0,0.075,0.0,1.0,1.0
944,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
945,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
946,0.9,0.0,0.0,0.1,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,1.0
947,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
948,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
949,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
950,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
951,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
952,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
953,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
954,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
955,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
956,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
957,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
958,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
959,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
960,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
961,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
962,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
963,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
964,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
965,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
966,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,1.0
967,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
968,0.675,0.0,0.25,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
