,"('S', ('VP', 'NP'))","('S', ('NP', 'VP'))","('S', ('NP', 'S'))","('S', ('VP',))","('S', ('S', 'NP'))","('VP', ('VP', 'NP'))","('VP', ('NP', 'VP'))","('VP', ('V', 'NP'))","('VP', ('V',))","('VP', ('NP', 'V'))","('NP', ('NP', 'NP'))","('NP', 'np')","('V', 'v')"
114,0.22641509433962265,0.05660377358490566,0.05660377358490566,0.660377358490566,0.0,0.0847457627118644,0.06779661016949153,0.01694915254237288,0.2033898305084746,0.6271186440677966,0.0547945205479452,0.9452054794520548,1.0
115,0.28,0.08,0.0,0.64,0.0,0.0847457627118644,0.06779661016949153,0.0,0.2033898305084746,0.6440677966101694,0.0547945205479452,0.9452054794520548,1.0
116,0.3333333333333333,0.0196078431372549,0.0196078431372549,0.6274509803921569,0.0,0.019230769230769232,0.019230769230769232,0.0,0.21153846153846154,0.75,0.11538461538461539,0.8846153846153846,1.0
117,0.2641509433962264,0.03773584905660377,0.0,0.6415094339622641,0.05660377358490566,0.018867924528301886,0.03773584905660377,0.0,0.18867924528301888,0.7547169811320755,0.09210526315789473,0.9078947368421053,1.0
118,0.22641509433962265,0.07547169811320754,0.03773584905660377,0.6415094339622641,0.018867924528301886,0.05660377358490566,0.0,0.03773584905660377,0.1509433962264151,0.7547169811320755,0.06756756756756757,0.9324324324324325,1.0
119,0.07272727272727272,0.7090909090909091,0.03636363636363636,0.12727272727272726,0.05454545454545454,0.11666666666666667,0.05,0.06666666666666667,0.7333333333333333,0.03333333333333333,0.06756756756756757,0.9324324324324325,1.0
120,0.0,0.6440677966101694,0.03389830508474576,0.2033898305084746,0.11864406779661017,0.08196721311475409,0.09836065573770492,0.13114754098360656,0.6557377049180327,0.03278688524590164,0.014285714285714285,0.9857142857142858,1.0
121,0.07017543859649122,0.6491228070175439,0.12280701754385964,0.15789473684210525,0.0,0.08620689655172414,0.05172413793103448,0.1896551724137931,0.6724137931034483,0.0,0.028169014084507043,0.971830985915493,1.0
122,0.0,0.5789473684210527,0.08771929824561403,0.2982456140350877,0.03508771929824561,0.10344827586206896,0.034482758620689655,0.1724137931034483,0.603448275862069,0.08620689655172414,0.08,0.92,1.0
123,0.018518518518518517,0.7222222222222222,0.018518518518518517,0.18518518518518517,0.05555555555555555,0.16923076923076924,0.06153846153846154,0.06153846153846154,0.6461538461538462,0.06153846153846154,0.028169014084507043,0.971830985915493,1.0
124,0.016666666666666666,0.6333333333333333,0.11666666666666667,0.18333333333333332,0.05,0.1746031746031746,0.031746031746031744,0.07936507936507936,0.7142857142857143,0.0,0.028169014084507043,0.971830985915493,1.0
125,0.2037037037037037,0.07407407407407407,0.0,0.6481481481481481,0.07407407407407407,0.05660377358490566,0.0,0.0,0.18867924528301888,0.7547169811320755,0.09210526315789473,0.9078947368421053,1.0
